Title,Tags,Body,ViewCount,CreationDate,CommentCount,AnswerCount,PostType,AnswerTitle,AnswerBody
"Pharo Smalltalk: How to create an input field using TextMorph and then get the data off the input field?","<textbox><smalltalk><pharo>","<p>I am completely new to Pharo, Smalltalk. I'm developing a small app that will convert temperature from Fahrenheit to Celsius. Can anyone give me any idea on how to create an input field using TextMorph and display it on a window as shown in the screen shot.  In addition, being able to get the data back from the input field when the button is clicked. The below code is what I have done so far.
<a href=""https://i.sstatic.net/MFTWJ.png"" rel=""nofollow noreferrer"">Screenshot</a></p>

<p>The class TemperatureMorph</p>

<pre><code> BorderedMorph subclass: #TemperatureMorph
        instanceVariableNames: 'tempInputField counter'
        classVariableNames: ''
        package: 'Assignment'
</code></pre>

<p>The initialize method: Contains a label, textbox and a button.</p>

<pre><code>initialize 
    | headingLabel converterButton|
    super initialize.
    self bounds: (0@0 corner:300@300).
    self color: Color gray.

    headingLabel := StringMorph contents: 'Converter'.
    headingLabel position: 130@20. 
    self addMorph: headingLabel.

    tempInputField := TextMorph new.     
    tempInputField position: 50@50. 
    self addMorph: tempInputField.
</code></pre>

<p>Thanks</p>
","1277","2017-10-19 15:47:36","4","2","Question","","<p>You can already see the necessary code in your screenshot, you only have to replace the construction of a StringMorph with that of a TextMorph. I suggest you take a look at the <a href=""http://files.pharo.org/books/pharo-by-example/"" rel=""nofollow noreferrer"">Pharo by Example</a> book. It has a chapter on Morphic, which is the UI framework in Pharo.</p>

<pre><code>yourTextMorph := TextMorph new.
yourTextMorph contents: 'initial text'.
ownerMorph addMorph: yourTextMorph.
</code></pre>

<p>I guess you will also want to read the contents back out of the TextMorph. You can use <code>yourTextMorph contents</code> to achieve that. See also <a href=""https://stackoverflow.com/questions/39912260/pharo-smalltalk-reading-from-textmorph"">Pharo Smalltalk: Reading from TextMorph</a></p>
"
"Pharo Smalltalk - Is there a way to force deallocation (dealloc) on an Object (instance) (expire sessions etc) during Seaside development?","<smalltalk><pharo><seaside>","<p>When you want to garbage collect a certain instance, what message can you send it?</p>

<p>I'm hacking away at a Seaside based app, and a lot of things ca go haywire, including my RootComponent having 10 instances (is this normal), and I'd like a fresh start (not a fresh image)</p>

<p>Later edit: After reading a bit, apparently the question is anathema in the Automatically Garbage Collected world, so let me rephrase.</p>
","1277","2015-01-28 21:34:54","3","1","Question","","<p>There is no way to make the VM garbage collect a specific object. You can evaluate <code>Smalltalk garbageCollect.</code> to force garbage collection but that will simply trigger the garbage collection mechanism of the VM for all objects.</p>
<p>There are usually two problems here (in my experience):</p>
<ol>
<li>garbage collection in the Pharo VM uses two different algorithms for two separate phases (I believe they are &quot;mark-and-sweep&quot; and &quot;scavenge&quot;). A single <code>Smalltalk garbageCollect.</code> might thus not be sufficient to actually remove the object. You will often see code like <code>3 timesRepeat: [ Smalltalk garbageCollect ].</code> which tries to ensure that an object gets collected. Note also that some special objects are protected from garbage collection (like <code>nil</code>, <code>true</code>, <code>false</code> etc.).</li>
<li>in certain situations the garbage collection algorithm does not seem capable of resolving all obsolete objects. I've seen this happen with the Morphic event mechanism. There, an event is simply a closure in the context of a method. Even if the registered objects have been garbage collected, some events will hang around (if the responsible object didn't unregister them correctly), creating entire graphs of objects that can't be collected (since the root can't be collected). I suspect that the actual problem is some kind of circular dependency. Note that this is an exceptional case and that forced garbage collection works quite well in general.</li>
</ol>
<p>With that said, we've been using Seaside for close to a decade now and garbage collection is usually one of our least concerns. When we need something garbage collected / cleaned up, nilling the variables and forcing garbage collection (3 times) does the trick.</p>
<h3>Edit</h3>
<p>In Seaside 2.8 you can evaluate <code>WARegistry clearAllHandlers.</code>, in Seaside 3 that is roughly equivalent to <code>WAAdmin clearAll.</code>. These statements will clean up active and expired sessions and trash most of the stuff you might be concerned about.
Note: <code>#clearAll</code> will also clear configurations and registered entry points. Use <code>#clearSessions</code> if you only want to reset the sessions. Use <code>#clearAll</code> if you require a more thorough clean up.</p>
<h3>Edit 2</h3>
<p>Use <code>myObject pointersTo.</code> to find all the pointers pointing to a particular object. You can also right click on an entry in the GTInspector and click on &quot;open pointers to&quot;.</p>
<p>You might also want to check out <a href=""http://smalltalkhub.com/#!/%7EBenComan/PointerDetective"" rel=""nofollow noreferrer"">PointerDetective</a>, which tries to graphically represent the pointer finding process.</p>
"
"Pharo Smalltalk - How can I check if a message conforms to a protocol defined in another object's Class?","<smalltalk><pharo>","<p>I'm looking at this form an Objective-C background so be gentle. The experiment looks like this:</p>

<p>Object1 has an instance variable named delegate.</p>

<p>Object1 receives a message and the proceeds to check if delegate implements a specific protocol (whose name is known beforehand), if it does, then it checks if the message is among the protocol's implemented methods. It then makes a decision on how to interact with the delegate and so on.</p>

<p>In Objective-C one has to define clear Protocols, usually stored in different files, and conforming to a protocol is checked by the compiler. In Pharo I can't seem to find how to check for this kind of information even though the Browser has a whole column dedicated to protocols, and beside grouping methods they seem to do very little.</p>
","1255","2015-09-06 11:16:48","2","2","Question","","<p>Here are some few alternatives that could help you with this:</p>

<ol>
<li>Get the collection of all selectors that populate the object's class:

<ul>
<li><code>anObject class selectors</code></li>
</ul></li>
<li>Get the collection of all selectors that populate the object's class and all its superclasses:

<ul>
<li><code>anObject class allSelectors</code></li>
</ul></li>
<li>Ask the class whether it implements a given message (for its instances):

<ul>
<li><code>anObject class canUnderstand: #putTheSelectorHere</code></li>
</ul></li>
<li>Ask the object whether it understands a given message:

<ul>
<li><code>anObject respondsTo: #methodSelectorHere</code></li>
</ul></li>
<li>Use the <code>MessageNotUnderstood</code> mechanism:

<ul>
<li>(see explanation below)</li>
</ul></li>
</ol>

<p>In 1 and 2 above you can use the returned collections to check whether they include a certain selector you are interested in. Features 3, 4 and 5 have a more dynamic nature. For example, you can refine the <code>#doesNotUnderstand:</code> method in your class as follows:</p>

<pre><code>MyClass &gt;&gt; #doesNotUnderstand: aMessage
    (delegate respondsTo: aMessage selector)
        ifTrue: [^delegate
           perform: aMessage selector
           withArguments: aMessage arguments].
    ^super doesNotUnderstand: aMessage
</code></pre>

<p>This way, if your object receives a message that it does not understand, it will first receive the <code>#doesNotUnderstand:</code> message (without you having to do anything for this to happen) and here you could decide (e.g., by using the <code>#respondsTo:</code> message) whether to delegate it or not. If not, you can just relay on the default behavior (<code>super doesNotUnderstand:</code>) which would signal de <code>MessageNotUnderstood</code> exception.</p>

<p>Of course, there is a 6th option, which would be for the sender of the message to handle the MNU exception, but I don't think this is what you are looking for here.</p>
"
"Smalltallk - How can I get an Array (or Collection) of the all the Instance variables in an Object (the current Instance) of a Class?","<smalltalk><pharo>","<p>Let's say we have a Class and we instantiate it, creating an Instance of that Class. This Instance has a number of (instance)variables, defined by the class, that I need to use. I'd like to get all these (instance)variables in an Array or some Collection so I can iterate through them and set them to some value, not nil.</p>

<p>How can I do this?</p>
","1248","2015-02-16 16:32:36","3","2","Question","","<p>You can send <code>#allInstVarNames</code> to a class (Behavior) to get names of all instance variables defined by it and by superclasses. If you need without superclass variables, you can use <code>#instVarNames</code></p>

<p>Let's say that <code>var</code> is your variable that you need to work with. Then you can get the collection of instance variable names and iterate them.</p>

<p>You can use <code>#instVarNamed:put:</code> to set instance variable by name, and <code>#instVarNamed:</code> to get the value by name (in case you need).</p>

<p>I think that something like this may help you:</p>

<pre><code>var class allInstVarNames do: [ :instVarName |
  var instVarNamed: instVarName put: &lt;yourValue&gt;
</code></pre>
"
"Raising a customized error/exception","<exception><smalltalk><pharo><squeak>","<p>I'm playing around with Pharo, and would like to raise a customized error/exception/something, but I've got no idea how.<br>
I've browsed the relevant (I think) chapters of ""Pharo by Example"" and ""Deep into Pharo""; but couldn't make heads or tails about it - it seems way above the level that I need...</p>

<p>I've got a setter for a variable, and would like to raise an error/exception if the input isn't an Integer:</p>

<pre>

    MyClass >> someVariable: anInteger
       anInteger isInteger
          ifFalse: [ self SomehowProtestLoadly - the part I don't know how to do ].
       someVariable := anInteger

</pre>

<p>Just aborting or exiting would be sufficient... but if possible, I'd like to do it with a bit more ""flare"" - and in a more explainatory way...</p>
","1235","2017-10-30 15:04:19","0","1","Question","","<p>The easiest way is to just signal a generic error:</p>

<pre><code>someVariable: anInteger
  anInteger isInteger
    ifFalse: [self error: 'must be an Integer'].
  someVariable := anInteger
</code></pre>

<p>Now, if you want to signal a specific error, do the following:</p>

<ol>
<li>Create a subclass of <code>Error</code>, say, <code>NonIntegerArgument</code></li>
<li><p>Write your code like this</p>

<pre><code>someVariable: anInteger
  anInteger isInteger
    ifFalse: [NonIntegerArgument signal: 'must be an Integer'].
  someVariable := anInteger
</code></pre></li>
<li><p>For handling this exception do the following</p>

<pre><code>[myObject someVariable: self value]
  on: NonIntegerArgument
  do: [:ex | self handleException: ex]
</code></pre></li>
</ol>

<p>Note that your exception could provide more information, say the actual argument that was sent. To do this add an instance variable to your <code>NonIntegerArgument</code> class, namely, <code>argument</code>. Add a getter and a setter for it. Then</p>

<pre><code>NonIntegerArgument class &gt;&gt; #signal: aString argument: anObject
  ^self new
    argument: anObject;
    signal: aString
</code></pre>

<p>and use it this way</p>

<pre><code>someVariable: anInteger
  anInteger isInteger
    ifFalse: [
      NonIntegerArgument
        signal: 'must be an Integer'
        argument: anInteger].
  someVariable := anInteger
</code></pre>

<p>Now, the <code>ex</code> variable will be able to respond with the <code>argument</code> of the offending message.</p>
"
"json parser Pharo 2.0","<json><smalltalk><pharo>","<p>I'm working with a webservice that returns data in JSON format and i'm pretty new at Pharo 2.0</p>

<p>¿is there a good, simple and most of all reliable JSON parser?</p>

<p>I saw the JSON parser example using PetitParser in the book ""Pharo by example 2"" (deep into pharo) but i don't know if it's just an illustrative example or something fully functional.</p>
","1219","2013-10-28 22:15:35","0","4","Question","","<p>You just have to take a look at <a href=""http://stfx.eu/neojson/"" rel=""nofollow"">NeoJSON</a>. It's the best thing I know in Pharo to work with JSON.</p>
"
"Keyword messages in smalltalk (Beginner)(Pharo)","<smalltalk><pharo><squeak><visualworks><amber-smalltalk>","<p>I am trying to create a keyword message style method, but I can't figure out how to access the Receiver from inside the method.  I am sure this is simple, however I can't find the answer anywhere.  What I am trying to implement is redundant, but I would still like to know how it works.</p>

<pre><code>subst: i1 by: i2
      ^ self copyReplaceAll: i1 with: i2.
</code></pre>

<p>It would be called in the workspace as follows:</p>

<pre><code>string1 := 'Lemon'.
string2 := 'm'.
string3 := 'ss'.
string1 subst: string2 by: string3.
</code></pre>

<p>Error msg: ""MessageNotUnderstood: ByteString>>subst:by:""</p>

<p>All the method should do is replace every occurance of ""m"" in ""Lemon"" with ""ss"" to create ""Lesson"" (which copyReplaceAll already does).  I can't figure out how to get string1 into the method.  Any help would be greatly appreciated,</p>

<p>Thanks in advance!</p>
","1211","2012-03-22 18:41:58","0","2","Question","","<p><code>self</code> is the current object (i.e. the receiver).</p>

<p><strong>Please read (or at least skim) a tutorial to get the basics.</strong></p>

<hr>

<p><code>""MessageNotUnderstood: ByteString&gt;&gt;subst:by:""</code></p>

<p>This error means that you have not defined the message on ByteString. Either you have failed to actually define it anywhere, or you have defined it on the wrong class.</p>
"
"Calling a Constructor Method in Smalltalk","<smalltalk><pharo>","<p>I have a class that makes car objects. It has two instance variables: Make and Color. I am having an issue calling this method within the workspace (noted below)</p>

<p>Class Method -Constructor</p>

<pre><code>make: aMake color: aColor
    ""Creates a new car object, sets its instance variables by the arguments""
    |car|
    car := self new.
    car setMake: aMake setColor: aColor. ""accessor method below""
    ^car
</code></pre>

<p>Accessor Method</p>

<pre><code>setMake: make setColor: color
    ""sets the instance variables""
    Make := make.
    Color := color.
</code></pre>

<p>Workspace (calling code)</p>

<pre><code>|car|
car := Car make: 'toyota' color: 'red'
</code></pre>

<p>I get 'Message Not Understood' when calling this line. What is the issue here?</p>
","1208","2014-12-08 03:41:44","0","3","Question","","<p>Everything looks alright. The likely gotcha would be that your ""constructor"" (which would more likely be called an ""instance creation message"" in Smalltalk) needs to be implemented on the class side, and you may have done so on the instance side. Conversely, your set... must be on the instance side. Which message is not understood (error details always help)? It should say in the debugger and that would help clarify.</p>
"
"Indices of a substring in Smalltalk","<string><smalltalk><pharo><visualworks><dolphin-smalltalk>","<p>It seems Smalltalk implementations misses an algorithm which return all the indices of a substring in a String. The most similar ones returns only one index of an element, for example : firstIndexesOf:in: , findSubstring:, findAnySubstring: variants. </p>

<p>There are <a href=""https://stackoverflow.com/questions/43329481/find-all-indices-of-a-substring-within-a-string"">implementations in Ruby</a> but the first one relies on a Ruby hack, the second one does not work ignoring overlapping Strings and the last one uses an Enumerator class which I don't know how to translate to Smalltalk. I wonder if this <a href=""https://stackoverflow.com/a/4665027/1000565"">Python implementation</a> is the best path to start since considers both cases, overlapping or not and does not uses regular expressions.</p>

<p>My goal is to find a package or method which provides the following behavior:</p>

<pre><code>'ABDCDEFBDAC' indicesOf: 'BD'. ""#(2 8)""
</code></pre>

<p>When overlapping is considered:</p>

<pre><code>'nnnn' indicesOf: 'nn' overlapping: true. ""#(0 2)""
</code></pre>

<p>When overlapping is not considered:</p>

<pre><code>'nnnn' indicesOf 'nn' overlapping: false. ""#(0 1 2)""
</code></pre>

<p>In Pharo, when a text is selected in a Playground, a scanner detects the substring and highlights matches. However I couldn't find a String implementation of this.</p>

<p>My best effort so far results in this implementation in String (Pharo 6):</p>

<pre><code>indicesOfSubstring: subString
  | indices i |

  indices := OrderedCollection new: self size.
  i := 0.
  [ (i := self findString: subString startingAt: i + 1) &gt; 0 ] whileTrue: [
    indices addLast: i ].
  ^ indices
</code></pre>
","1187","2018-07-04 17:43:40","3","2","Question","","<p>Let me firstly clarify that Smalltalk collections are 1-based, not 0-based. Therefore your examples should read</p>

<pre><code>'nnnn' indexesOf: 'nn' overlapping: false. ""#(1 3)""
'nnnn' indexesOf: 'nn' overlapping: true. ""#(1 2 3)""
</code></pre>

<p>Note that I've also taken notice of @lurker's observation (and have tweaked the selector too).</p>

<p>Now, starting from your code I would change it as follows:</p>

<pre><code>indexesOfSubstring: subString overlapping: aBoolean
  | n indexes i |
  n := subString size.
  indexes := OrderedCollection new.                            ""removed the size""
  i := 1.                                                      ""1-based""
  [
    i := self findString: subString startingAt: i.             ""split condition""
    i &gt; 0]
  whileTrue: [
    indexes add: i.                                            ""add: = addLast:""
    i := aBoolean ifTrue: [i + 1] ifFalse: [i + n]].           ""new!""
  ^indexes
</code></pre>

<p>Make sure you write some few unit tests (and don't forget to exercise the border cases!)</p>
"
"How to deploy a nice One-Window-Application with Pharo or Squeak?","<deployment><smalltalk><squeak><pharo><morphic>","<p>I have an application that has it's entire GUI in one Morph. Pharo and Squeak have one window in the host operating system.</p>

<p>Now i want to tie this one Morph to the one Pharo/Squeak window in a way that it fills the whole Pharo/Squeak window, resizes (and updates the Morph's layout), when the Pharo/Squeak window is resized and in a way that there is no (accidental) possibility for the user to access anything beyond that Morph (it is just about usability, not about security, though!).</p>

<p>How can i achieve this?</p>
","1164","2012-10-04 09:29:27","0","1","Question","","<p>Adjust your morph's bounds in its <code>step</code> method:</p>

<pre><code>step
    (self position = (0 @ 0) and: [self extent = owner extent]) ifFalse: [
        self position: 0 @ 0.
        self extent: owner extent].
</code></pre>

<p>You may want to make this conditional on a ""deployment"" flag, which you only enable when saving the user image. This is for example how Scratch (<a href=""http://info.scratch.mit.edu/Scratch_1.4_Download"" rel=""noreferrer"">http://info.scratch.mit.edu/Scratch_1.4_Download</a>) does it.</p>
"
"Multiple ifs in Smalltalk","<refactoring><conditional-statements><smalltalk><pharo>","<p>I'm really new to smalltalk and still trying to figure out the basic stuff. Below is a simple program I wrote. 
It is supposed to print ""a"" if the number can be divided by 5, ""b"" if it can be divided by 3, and ""ab"" if it can be divided by 5 and 3. In any other case, the program just prints the number itself.
It certainly works like this, but I feel that the code isn't very pretty - I would like to avoid the third ""if"", but I'm really not sure how.
How would you refactor this? </p>

<pre><code>1 to: 100 do: [ :i | 
  (i % 5 == 0)
  ifTrue: [ Transcript show: 'a' ].
  (i % 3 == 0)
  ifTrue: [ Transcript show: 'b' ].
  ((i % 3 == 0) or:  (i % 5 == 0))
  ifFalse: [ Transcript show: i ].
  Transcript cr.
].
</code></pre>

<p>Thanks in advance for your help!</p>
","1142","2015-02-21 21:11:05","0","2","Question","","<p>Smells like a <a href=""http://en.wikipedia.org/wiki/Fizz_buzz"" rel=""nofollow"">Fizz Buzz</a> problem! :-)</p>

<p>One approach in Smalltalk (Pharo) I've seen that I like is to use a dictionary with the Fizz and/or Buzz words as values and the booleans for whether it's divisible by 3 and 5 as keys. Once you have that, you simply look up the value for each index between 1 and 100. Oh, and don't bother dividing and checking whether the remainder is zero yourself - it's Smalltalk, so a number should know whether it's divisible by another number.</p>

<pre><code>| fizzbuzz |
fizzbuzz := Dictionary
    with: #(true true)-&gt;'FizzBuzz'
    with: #(true false)-&gt;'Fizz'
    with: #(false true)-&gt;'Buzz'.
1 to: 100 do: [ :eachIndex |
    Transcript
        show: (fizzbuzz
            at: {eachIndex isDivisibleBy: 3. eachIndex isDivisibleBy: 5}
            ifAbsent: [ eachIndex ]);
        cr]
</code></pre>

<p>Have a look at some of the <a href=""http://rosettacode.org/wiki/FizzBuzz#Smalltalk"" rel=""nofollow"">other examples</a> as well, sometimes the different approaches can be quite educational. I'll leave it to you to adapt the code to your 'a'/'b'/'ab' example.</p>
"
"Speedwise, how does Pharo compare to Python3?","<python><performance><benchmarking><smalltalk><pharo>","<p>I'm not much experienced in programming, but I know a little Python3, and now I'm taking my first baby steps to learn Pharo. I'm still not familiar with object-oriented programming, or the class browser, but I already went though ProfStef tutorial and I'm toying with small programs on Playground, to get familiar with the syntax.</p>
<p>One of the first things I was curious about, was how the two languages compare in terms of speed, as I read somewhere that Pharo has a JIT compiler built in. So I wrote a little whimsical script in both languages, that generates 8 million numbers, filters 1/3 of them, calculates 1/sqrt(x) for each, sum the results, and repeats the process one hundred times, changing the intervals slightly every time, summing the results again in the end, and timed the whole process. Not a proper benchmark, just a exercise to get a order of magnitude estimate, but I tried to keep both versions as similar as possible.</p>
<p>Python 3 version:</p>
<pre class=""lang-py prettyprint-override""><code>import time, math

mega = lambda n: sum([1/math.sqrt(1 + i + n) for i in range(8000000) if (i + 1) // 3 == 0])
start = time.time()
print(sum([mega(n + 1) for n in range(100)]))
stop = time.time() - start
print(stop)
</code></pre>
<p>Results with Python 3.8.5 (default, Jul 28 2020, 12:59:40):</p>
<pre class=""lang-none prettyprint-override""><code>34.7701230607214
52.75216603279114
</code></pre>
<p>Pharo 8 version:</p>
<pre><code>| mega range start stop |.

range := [:n | (((1 to: 8000000) select: [:j | (j quo: 3) = 0]) collect: [:i | 1 / (n + i) sqrt]) sum].
start := DateAndTime  now.
Transcript show: (((1 to: 100) collect: [:n | range value: n]) sum); cr.
stop := (DateAndTime now - start) asSeconds.
Transcript show: stop; cr.
</code></pre>
<p>Results on Pharo-8.0.0+build.1141.sha.1b7a8d8203fce2a57794451f555bba4222614081 (64 Bit):</p>
<pre class=""lang-none prettyprint-override""><code>34.7701230607214
45
</code></pre>
<p>As I expected, the Pharo version ran faster, but not by a large margin, 45 seconds against a bit over 52 seconds for Python. It took about 13% less time. So I guess their speed are about the same order of magnitude. Is this the typical situation?</p>
","1129","2020-12-12 16:48:24","0","2","Question","","<p>This kind of test doesn't tell much. The main reason is that the bulk of the computation consists in repeatedly sending the same messages to instances of the same classes (<code>quo:</code> and <code>=</code> for the <code>select:</code> and <code>/</code>, <code>+</code>, <code>sqrt</code> in the <code>collect:</code>, etc.). This means that a time-consuming (internal) operation such as the method lookup, only takes place once and then gets trapped in the inline caches. As a result, you may have a system that outperforms another when running these benchmarks and is much slower when running a &quot;real&quot; application. Besides (mono or polymorphic) inline caches, which reduce the need for method-lookup, other techniques that make the difference are the performance of the Garbage Collector, method inlining (which replaces send sites with a copy of the target code), register allocation (for minimizing memory access), performance of the <code>become:</code> message, etc. The multitude of factors makes it desirable to measure more sophisticated code snippets, trying to exercise known bottlenecks as the ones I just mentioned. Sometimes a small change may expose otherwise hidden strengths (or weaknesses) of your system. So my suggestion is that for doing this kind of analysis you should try a bit harder and design tests aimed at measuring how the system responds to a particular kind of stress.</p>
"
"Converting Ordered Collection to Literal Array","<smalltalk><pharo><squeak>","<p>I have an ordered collection that I would like to convert into a literal array. Below is the ordered collection and the desired result, respectively:  </p>

<p><code>an OrderedCollection(1 2 3)</code><br>
<code>#(1 2 3)</code></p>

<p>What would be the most efficient way to achieve this?</p>
","1119","2016-01-25 01:10:53","0","4","Question","","<p>The message <code>asArray</code> will create and <code>Array</code> from the <code>OrderedCollection</code>:</p>

<pre><code>    anOrderedCollection asArray
</code></pre>

<p>and this is probably what you want.</p>

<p>However, given that you say that you want a <em>literal array</em> it might happen that you are looking for the string <code>'#(1 2 3)'</code> instead. In that case I would use:</p>

<pre><code>    ^String streamContents: [:stream | aCollection asArray storeOn: stream]
</code></pre>

<p>where <code>aCollection</code> is your <code>OrderedCollection</code>.</p>

<p>In case you are not yet familiar with <code>streamContents:</code> this could be a good opportunity to learn it. What it does in this case is equivalent to:</p>

<pre><code>    stream := '' writeStream.
    aCollection asArray storeOn: stream.
    ^stream contents
</code></pre>

<p>in the sense that it captures the pattern:</p>

<pre><code>    stream := '' writeStream.
    &lt;some code here&gt;
    ^stream contents
</code></pre>

<p>which is fairly common in Smalltalk.</p>

<p><strong>UPDATE</strong></p>

<p>Maybe it would help if we clarify a little bit what do we mean <em>literal arrays</em> in Smalltalk. Consider the following two methods</p>

<pre><code>method1
  ^Array with: 1 with: 2 with: 3

method2
  ^#(1 2 3)
</code></pre>

<p>Both methods answer with the same array, the one with entries <code>1</code>, <code>2</code> and <code>3</code>. However, the two implementations are different. In <code>method1</code> the array is created <em>dynamically</em> (i.e., at runtime). In <code>method2</code> the array is created <em>statically</em> (i.e., at compile time). In fact when you accept (and therefore compile) <code>method2</code> the array is created and saved into the method. In <code>method1</code>instead, there is no array and the result is created every time the method is invoked.</p>

<p>Therefore, you would only need to create the string <code>'#(1 2 3)'</code> (i.e., the literal representation of the array) if you were generating Smalltalk code dynamically.</p>
"
"Calling methods in pharo smalltalk","<oop><methods><smalltalk><pharo>","<p>I'm trying to call a function from another class (Binario) but it says it's not implemented.</p>

<p>This is the code for the method in Binario class:</p>

<pre><code>  genlista
  ^ (1 to: 30) collect: [ :i | 2 atRandom - 1 ]
</code></pre>

<p>And this is the code for the other class method:</p>

<pre><code> ListadelistasBin
  | bin |
  bin := Binario new.
  ^ (1 to: 30) collect: [ :i | bin genlista ]
</code></pre>

<p>Please, help me :(</p>
","1108","2017-07-05 21:32:19","1","1","Question","","<p>Most likely @Uko is right and you defined the method in the class side of <code>Binario</code> rather than in the instance side. One way to check this would be to modify your second method like this:</p>

<pre><code>ListadelistasBin
  | bin |
  bin := Binario.                            ""&lt;- new removed""
  ^ (1 to: 30) collect: [:i | bin genlista]
</code></pre>

<p>If now you get the answer, then what happened is that your <code>genlista</code> method is in the wrong place (class side instead of instance side).</p>

<p>In Smalltalk every method belongs in a class. However, there are two ""sides"" of a class. The <em>instance</em> side is where you put methods for the instances of the class. The <em>class</em> side is where you put methods for the class itself.</p>

<p>How can you tell in what side of a class you have saved a method? Just look for the switch that every browser has to select one or the other side. In Pharo, for example, there is a toggle button that you use to select each of the sides.</p>

<p>While instance methods define the behavior of the instance of your class (and subclasses), class methods are meant to be sent to the class. This is just a consequence of classes being objects. For example, <code>Binario new</code> is a message sent to the class <code>Binario</code>, and we believe that your intention was to define the <code>genlista</code> method for instances of <code>Binario</code>. If this is the case, then copy the source code of the method and paste it on the instance side of the class. Then remove the class method and try again. Ah! and don't forget to put the <code>new</code> message back next to <code>Binario</code> in your <code>ListadelistasBin</code>!</p>
"
"Pharo dependency hell","<dependency-management><smalltalk><pharo>","<p>I am trying to develop a simple project in Pharo, and I would like to add its dependencies in Metacello. My project depends on Glamour, Roassal and XMLSupport.</p>

<p>A way to cleanly install my project is to install the dependencies by hand first. Following the book <a href=""http://pharobooks.gforge.inria.fr/PharoByExampleTwo-Eng/latest/PBE2.pdf"" rel=""nofollow"">Deep into Pharo</a> one can do</p>

<pre><code>Gofer new
  smalltalkhubUser: 'Moose' project: 'Glamour';
  package: 'ConfigurationOfGlamour';
  load.
(Smalltalk at: #ConfigurationOfGlamour) perform: #loadDefault.

Gofer new smalltalkhubUser: 'ObjectProfile'
  project: 'Roassal';
  package: 'ConfigurationOfRoassal';
  load.
(Smalltalk at: #ConfigurationOfRoassal) load.

Gofer new
  squeaksource: 'XMLSupport'; 
  package: 'ConfigurationOfXMLSupport';
  load.
(Smalltalk at: #ConfigurationOfXMLSupport) perform: #loadDefault.
</code></pre>

<p>and then my project will work fine.</p>

<p>I have tried to create a <code>ConfigurationOfMyProject</code> using the Versionner, and I have added  Glamour, Roassal and XMLSupport as dependencies, using the version that are currently installed in my image (2.6-snapshot, 1.430 and 1.2.1 respectively).</p>

<p>The problem is that I am not able to load my project using Metacello in a fresh image. The project loads fine, but whenever I try to load my classes I get method missing errors in Glamour. Moreover, it is apparent that something is different, because even the world menu has different entries.</p>

<p>I have tried other combinations of versions, including using the stable Glamour (2.1) but I have obtained more errors, including not even being able to open the project in the Versioner (it complains about a missing Roassal name).</p>

<p>What is the correct way to add these dependencies cleanly?</p>
","1091","2014-09-05 10:10:22","0","3","Question","","<p>First of all I want to highlight that if configuration is in class <em>ConfigurationOf&lt;proj-name&gt;</em> you can load it as using <code>#configuration</code> message:</p>

<pre><code>Gofer new
  smalltalkhubUser: 'Moose' project: 'Glamour';
  configuration;
  load.
(Smalltalk at: #ConfigurationOfGlamour) perform: #loadDefault.
</code></pre>

<p>A I don't see your project, I can just suggest you to write configuration by hand. There is an easy tutorial called <a href=""http://sleepycoders.blogspot.ch/2013/10/dead-simple-intro-to-metacello.html"" rel=""nofollow"">Dead simple intro to Metacello</a>.</p>

<p>According to your description it should be something like:</p>

<pre><code>baseline01: spec 
  &lt;version: '0.1'&gt;

  spec for: #common do: [  
    spec blessing: #release.
    spec repository: 'your repo url'.

    spec 
      package: 'YourPackage' with: [
        spec requires: #('Glamour' 'Roassal' 'XMLSupport') ].
    ""also maybe you have a couple of packages that depend on different projects""

    spec project: 'Glamour' with: [
      spec 
        className: 'ConfigurationOf Glamour';
        repository: 'http://smalltalkhub.com/mc/Moose/Glamour/main';
        version: #'2.6-snapshot' ].

    spec project: 'Roassal' with: [
      spec 
        className: 'ConfigurationOfRoassal';
        repository: 'http://smalltalkhub.com/mc/ObjectProfile/Roassal/main';
        version: #'1.430' ].

    ""and same for XMLSupport"" ].
</code></pre>

<p>Also you can try to load #development versions, as I have an impression that projects like Roassal and Glamour have very outdated stable versions. Also please note that Roassal2 is actively developed and will replace original Roassal in Moose platform, maybe you want to consider using it.</p>
"
"Are Traits good or bad?","<smalltalk><squeak><traits><pharo>","<p>This is an open-ended question, but I would like to solicit some opinions from the SO community on Traits; do you think Traits in Squeak/Pharo are a good thing, or should you stay away from them and use composition and delegation instead? I ask because while I know how to use them (thanks to the Pharo book), I am not really sure how acceptable it is to use them or where it is OK to use them and where it isn't.</p>
","1075","2010-07-12 05:26:56","0","2","Question","",""
